1,1,42,562.15,unsure
1,2,640,974.09,reliable
1,3,720,550.17,dishonest
1,4,644,461.39,weak
1,5,436,300.73,weak
2,1,157,414.86,reliable
2,2,803,418.59,inadequate
2,3,303,807.99,honest
2,4,243,947.51,dependable
2,5,288,143.99,dependable
3,1,362,470.63,unsure
3,2,788,627.26,honest
3,3,346,178.99,unsure
3,4,617,896.13,reliable
3,5,478,684.33,unreliable
4,1,255,528.40,weak
4,2,369,73.01,unsure
4,3,407,230.01,honest
4,4,64,414.40,inadequate
4,5,967,159.79,inadequate
5,1,405,699.18,unsure
5,2,4,957.93,unsure
5,3,833,362.97,unreliable
5,4,154,671.27,unreliable
5,5,182,13.88,unsure
6,1,562,273.02,honest
6,2,764,176.12,predictable
6,3,742,121.94,good
6,4,100,172.12,unsure
6,5,478,522.05,unsure
7,1,543,283.76,honest
7,2,406,82.35,vulnerable
7,3,70,848.60,predictable
7,4,291,913.86,weak
7,5,801,602.99,dependable
8,1,343,849.97,honest
8,2,467,976.76,unreliable
8,3,311,764.30,honest
9,1,278,248.46,predictable
9,2,216,506.23,good
9,3,150,316.70,reliable
9,4,281,40.03,dishonest
9,5,190,681.93,unsure
10,2,912,183.14,honest
10,3,988,858.50,unreliable
10,5,749,917.80,honest
11,1,542,445.03,honest
11,2,184,239.94,weak
11,3,97,868.02,honest
11,4,935,669.48,good
11,5,818,362.31,unsteady
12,1,516,667.12,dishonest
12,2,836,631.01,dishonest
12,3,356,705.08,dishonest
12,4,342,600.19,vulnerable
13,1,688,328.56,weak
13,2,5,593.84,dishonest
13,3,225,170.93,vulnerable
14,1,691,404.47,unreliable
14,2,405,844.20,predictable
14,3,867,812.56,dependable
14,4,161,999.91,predictable
15,1,288,291.30,honest
15,2,622,821.72,dependable
15,4,388,509.81,unsteady
16,2,117,160.42,reliable
16,5,779,943.33,unsure
17,4,181,230.68,honest
18,1,1,940.96,weak
18,2,244,303.93,reliable
18,3,603,699.65,reliable
19,1,999,68.51,unsteady
19,2,338,655.31,vulnerable
19,3,192,528.75,weak
19,4,71,48.76,weak
19,5,198,800.77,weak
20,1,555,949.11,dependable
20,2,934,666.69,weak
20,3,290,93.76,weak
20,4,789,731.47,solid
20,5,378,412.61,predictable
21,1,581,6.02,unreliable
21,2,857,307.48,unsteady
21,3,894,497.82,inadequate
21,4,242,504.36,inadequate
21,5,452,835.70,vulnerable
22,1,175,901.13,inadequate
22,2,952,8.54,vulnerable
22,3,150,436.31,unreliable
22,4,57,403.83,solid
22,5,766,345.98,weak
23,3,701,870.66,honest
23,4,871,183.01,unsure
23,5,179,977.87,weak
24,1,72,327.08,weak
24,2,176,62.49,honest
24,3,623,377.61,predictable
24,4,473,468.78,solid
24,5,661,487.38,dishonest
25,1,860,250.49,unsure
25,2,973,268.30,predictable
25,3,95,656.70,predictable
25,4,712,987.59,vulnerable
25,5,670,152.98,weak
26,1,644,639.27,unreliable
26,2,326,293.12,dependable
26,3,789,559.09,honest
26,4,91,515.33,honest
26,5,114,92.87,unsteady
27,1,298,684.06,unsteady
27,2,638,714.80,dishonest
27,3,465,168.42,unreliable
27,4,144,981.05,solid
27,5,100,290.09,dependable
28,1,282,963.45,unsure
28,2,252,597.51,unsteady
28,3,697,677.18,good
28,4,166,937.54,good
28,5,936,625.73,reliable
29,1,200,70.05,unsure
29,2,192,215.63,unsure
29,3,785,461.01,unsure
29,4,742,87.63,unreliable
29,5,855,19.65,weak
30,1,557,343.22,honest
30,2,451,635.04,unsteady
30,3,222,249.63,unsure
31,1,460,856.97,good
31,2,815,171.25,reliable
31,3,149,552.44,predictable
31,5,717,292.61,inadequate
32,1,512,563.74,vulnerable
32,2,63,187.24,unsteady
32,3,694,353.66,unsure
32,4,388,371.14,honest
33,1,862,330.52,dependable
33,2,442,884.99,dependable
33,3,842,284.71,inadequate
33,5,550,976.90,predictable
34,1,339,528.70,predictable
34,2,684,190.24,unreliable
34,3,235,129.76,dishonest
34,4,859,14.38,inadequate
34,5,806,481.29,weak
35,1,951,490.91,dependable
35,2,299,692.74,reliable
35,3,590,736.42,weak
35,4,131,199.67,vulnerable
35,5,424,773.19,unsure
36,1,446,630.57,unreliable
36,2,484,119.49,vulnerable
36,3,561,146.36,unsteady
36,4,55,417.40,unsure
36,5,161,475.78,inadequate
37,1,354,854.50,inadequate
37,2,234,906.47,dishonest
37,3,417,208.01,unsure
37,4,305,732.52,good
37,5,602,469.04,reliable
38,1,525,433.87,dependable
38,2,948,224.71,good
38,3,572,882.33,unreliable
38,4,838,472.43,weak
38,5,146,394.64,weak
39,1,331,588.62,honest
39,2,915,358.12,inadequate
39,3,323,816.65,good
39,4,685,587.06,dishonest
39,5,456,224.09,good
40,1,787,491.55,unreliable
40,2,728,404.08,honest
40,3,755,962.67,weak
40,4,226,104.43,unsure
40,5,752,720.27,dishonest
41,3,311,580.75,good
41,4,108,341.03,unsteady
41,5,245,127.09,inadequate
42,5,283,640.25,vulnerable
43,1,328,910.65,predictable
43,2,802,921.59,solid
43,3,495,184.50,dependable
43,4,311,994.28,good
43,5,805,848.50,inadequate
44,1,736,180.28,dependable
44,2,482,603.77,dependable
44,4,44,827.89,solid
44,5,318,93.38,dishonest
45,1,522,812.61,good
45,2,329,65.54,reliable
45,3,783,766.96,good
45,4,280,343.08,reliable
45,5,935,515.87,unsure
46,1,919,523.96,predictable
46,2,90,949.90,inadequate
46,4,549,360.52,dishonest
47,1,832,225.90,unsure
47,2,74,77.48,unsteady
47,3,399,552.33,vulnerable
47,4,441,296.60,good
47,5,89,602.88,solid
48,1,125,395.39,unsure
48,2,4,523.54,unsure
48,3,23,801.24,unsteady
48,4,923,657.54,weak
48,5,155,123.95,honest
49,1,116,334.85,reliable
49,2,40,557.15,unsure
49,3,705,973.04,dishonest
49,4,814,145.56,unsure
49,5,618,611.60,weak
50,1,746,851.48,reliable
50,2,826,723.23,unsure
50,3,840,905.12,dishonest
50,4,972,299.62,unsure
51,1,90,479.84,unsteady
51,2,605,204.03,unsure
51,3,813,514.02,unsure
51,4,837,311.49,good
52,2,991,201.15,unreliable
52,3,319,797.35,weak
52,4,100,545.49,reliable
52,5,659,885.77,unsure
53,1,169,985.60,reliable
53,2,600,964.01,solid
53,3,309,889.20,solid
53,4,51,256.26,predictable
53,5,150,842.72,unsure
54,1,745,710.06,good
54,3,592,688.05,dishonest
54,5,159,613.31,inadequate
55,5,255,682.96,unsteady
56,1,153,985.58,weak
56,2,78,556.28,dishonest
56,3,559,282.60,honest
57,2,701,539.16,vulnerable
57,3,743,531.04,dependable
57,5,146,963.49,reliable
58,1,694,808.77,dishonest
58,2,179,136.00,inadequate
58,3,423,247.33,good
58,4,512,556.86,unreliable
58,5,422,635.44,honest
59,1,140,538.29,dependable
59,3,790,406.30,unsteady
59,5,541,264.15,unsure
60,3,483,278.82,predictable
60,4,69,531.76,unsure
61,1,366,324.06,predictable
61,2,169,51.40,honest
61,3,619,161.60,reliable
61,4,481,865.48,solid
61,5,387,43.28,weak
62,1,310,266.53,inadequate
62,2,614,965.99,predictable
62,3,924,427.94,vulnerable
62,4,503,441.58,vulnerable
63,1,797,123.92,unreliable
63,4,648,182.01,unsteady
63,5,127,792.64,dishonest
64,1,853,729.17,dishonest
64,2,850,341.24,dependable
64,3,226,133.28,unreliable
64,4,504,878.17,dishonest
64,5,96,577.65,dependable
65,1,282,694.06,weak
65,2,279,400.61,dependable
65,3,506,238.51,predictable
65,4,803,272.72,honest
65,5,365,333.39,solid
66,1,703,950.51,unsure
66,2,658,813.77,solid
66,3,824,907.50,reliable
66,4,34,944.46,inadequate
66,5,368,350.21,vulnerable
67,2,888,346.95,unsteady
67,3,400,348.44,dishonest
67,4,826,371.75,unreliable
68,1,921,941.08,solid
68,2,483,441.08,dishonest
68,3,132,928.48,good
68,4,569,302.85,vulnerable
68,5,120,386.42,good
69,1,37,671.72,vulnerable
69,2,415,147.33,good
69,3,350,564.21,unreliable
69,4,171,367.55,vulnerable
69,5,243,668.39,unsure
70,1,197,796.61,weak
70,2,844,946.59,unsteady
70,3,68,879.40,good
70,4,470,945.06,solid
70,5,916,947.84,unsure
71,1,823,342.11,weak
71,2,277,226.62,honest
71,3,27,79.07,inadequate
71,4,737,81.98,good
71,5,365,558.53,unsteady
72,1,148,594.37,unsure
72,2,77,611.24,dependable
72,3,544,67.18,dishonest
72,4,650,689.25,inadequate
72,5,567,712.78,unsteady
73,1,206,555.07,predictable
73,2,412,6.88,dependable
73,3,302,921.71,reliable
73,4,859,119.62,weak
73,5,351,738.66,honest
74,1,19,117.08,inadequate
74,2,471,384.88,weak
74,3,983,16.33,good
74,4,929,977.24,good
74,5,709,584.04,predictable
75,1,622,630.36,good
75,2,233,379.54,dishonest
75,3,865,46.14,vulnerable
76,1,765,976.88,honest
76,2,17,742.17,predictable
77,1,685,697.20,unsure
77,2,57,781.16,predictable
77,3,839,731.05,unsteady
77,4,301,744.16,reliable
78,4,907,13.98,dependable
80,1,334,420.33,unsure
80,2,699,743.33,weak
80,3,651,868.90,predictable
80,4,315,387.03,unsure
81,1,515,598.91,dependable
81,2,434,9.75,good
81,3,195,599.34,reliable
82,1,840,371.56,predictable
82,2,769,857.75,weak
82,3,817,245.61,vulnerable
82,4,712,554.32,unsure
82,5,191,341.26,dependable
83,1,933,246.38,reliable
83,2,186,912.18,inadequate
83,3,844,767.17,unreliable
83,4,342,700.96,good
84,1,773,376.17,unsure
84,2,816,46.32,reliable
84,5,409,299.39,unsure
85,1,345,324.95,weak
85,2,198,923.26,solid
85,3,714,681.07,dishonest
85,4,280,486.33,vulnerable
85,5,598,3.21,unsure
86,1,564,759.33,dishonest
86,3,255,17.14,weak
86,4,395,934.02,reliable
87,1,949,537.55,predictable
87,3,712,667.53,unsteady
88,1,535,218.87,vulnerable
88,2,423,175.88,inadequate
88,5,120,981.91,inadequate
89,2,496,427.06,unsure
89,5,954,539.89,predictable
90,1,951,946.55,unsure
90,2,455,900.71,vulnerable
90,5,607,782.39,reliable
91,1,220,428.71,solid
91,2,284,962.23,unsteady
91,3,85,101.04,inadequate
91,4,797,145.47,reliable
92,1,483,295.54,unsteady
92,2,306,907.03,predictable
92,3,57,249.73,inadequate
93,2,372,480.08,weak
93,4,516,206.04,unsure
94,1,126,260.40,reliable
94,2,713,938.37,weak
94,3,100,904.44,unsure
94,4,392,34.30,unsure
94,5,510,750.71,solid
95,1,994,694.86,dependable
95,2,27,84.81,unsure
95,3,434,616.20,weak
95,4,267,810.25,inadequate
95,5,589,989.09,unsure
96,1,269,359.37,vulnerable
96,2,177,70.59,weak
96,3,886,304.18,unsure
96,4,215,690.78,vulnerable
97,1,915,603.00,weak
97,2,930,315.25,predictable
97,3,682,324.82,unreliable
97,4,986,424.76,vulnerable
97,5,808,181.79,unreliable
98,1,427,42.47,solid
98,2,435,863.10,reliable
98,3,168,538.35,unreliable
98,4,194,964.68,dishonest
98,5,431,986.77,predictable
99,1,7,313.64,solid
99,2,730,402.77,good
99,3,771,112.31,unreliable
99,4,627,427.74,reliable
99,5,512,661.91,reliable
100,2,841,27.61,unsteady
100,3,671,544.48,solid
100,5,728,90.14,dependable
2515,16,7847,571.58,deposits are according to the regular deposits. carefully special instructions sleep about the carefully spe
7503,4,6564,222.81,er the quickly even packages. furiously bold ideas haggle carefully blithely ironic packages. final\, unusual accounts are slyly. special\, even deposits affix carefully after the furiously brave
8658,1159,4347,6.88,ironic\, idle requests x-ray carefully final foxes. regular requ
17514,16,3592,849.86,ial packages will have to hang slyly among the furiously bold requests. carefully regular packages boost slyly regular
46226,3739,5327,6.88,usly unusual instructions. furiously ironic excuses poach furiously. blithely unusual accounts about the ironic\, regular packages snooze carefu
52503,19,1097,957.23,pending pinto beans cajole. pending\, ironic theodolites haggle carefully across the ruthlessly even pinto beans-- excuses haggle carefully in place of the slyly pending foxes. fin
72494,16,2773,884.89,ages of the blithely silent requests boost along the foxes. slyly final requests wake slyly final packages. sometimes bold requests will have to nag about the ironic\, special dinos. slyly ir
72503,25,3066,420.14,ending accounts solve carefully near the blithely silent packages. pending\, 
77499,7,1513,53.27,pinto beans. furiously final requests sleep blithely. ironic pinto beans wake careful
87516,25,6818,43.42,arefully. slyly ironic instructions haggle slyly final requests. furiously even accounts wake deposits. depths sleep. special\, close waters wake slyly. quickly special dinos o
94985,4,4251,26.17, final instructions boost carefully according to the regular multipliers? carefully fluffy deposits use permanent requests. express\, silent pains haggle. even courts are carefully a
94991,10,4417,551.71,round the accounts. quickly daring foxes about the quickly final requests boost
98887,3906,3611,6.88,ys bold instructions engage. boldly ironic deposits solve slyly carefully pending accounts. quickly even i
102488,19,7193,695.99,sleep carefully. carefully even pinto beans sleep slyly even instructions. slyly express requests haggle about the furiously final d
102887,5398,1246,6.88,ironic theodolites. sly requests haggle. furiously
110003,4,213,281.70,usy requests. regular\, regular requests haggle carefully ironically ironic pinto beans. furiously pending instructions boos
132470,10,8882,121.22,yly. carefully regular packages sleep furiously furiously ironic dependencies. express\, silent warthogs sleep. quickly final excuses across the decoys nag among the express 
137493,7,502,433.03,ithely final pinto beans. blithely even instructions cajole brave pinto beans. special pinto beans against the slyly even 
144996,25,8188,498.36,s are fluffily blithely unusual somas. slyly even requests haggle blithely. regular theodolites wake. quick accounts affix furi
148058,573,1658,489.14,the furiously bold forges. unusual\, express platelets ar
148058,3087,3474,309.18, sometimes deposits. blithely even orbits cajole. 
148058,5601,4443,734.97,ncies nag. quickly pending foxes cajole carefully deposits. dependenci
148058,8059,8010,409.97,accounts after the final pains play carefully among the blithely pending excuses. carefully regular courts boost carefully above the
150009,10,1347,512.20,t attainments according to the ironic accounts detect blithely blithely pending theodolites. quickly final dolphins grow quickly slyly final requests
152473,19,9310,895.12,oxes use slyly unusual requests. furiously even instructions serve around the slyly ruthless courts. silent\, final accounts against the slyly regular deposits nag slyly slyly express deposits
186267,6268,7880,6.88,ully bold packages above the regular instructions nag 
